apstar_id,target_id,alt_id,file,apogee_id,telescope,location_id,field,ra,dec,glon,glat,apogee_target1,apogee_target2,apogee2_target1,apogee2_target2,apogee2_target3,apogee2_target4,min_h,max_h,min_jk,max_jk,survey,extratarg,nvisits,snr,starflag,andflag,vhelio_avg,vscatter,verr,rv_teff,rv_logg,rv_feh,rv_alpha,rv_carb,rv_ccfwhm,rv_autofwhm,rv_flag,n_components,gaiaedr3_source_id,gaiaedr3_parallax,gaiaedr3_parallax_error,gaiaedr3_pmra,gaiaedr3_pmra_error,gaiaedr3_pmdec,gaiaedr3_pmdec_error,gaiaedr3_phot_g_mean_mag,gaiaedr3_phot_bp_mean_mag,gaiaedr3_phot_rp_mean_mag,gaiaedr3_dr2_radial_velocity,gaiaedr3_dr2_radial_velocity_error,gaiaedr3_r_med_geo,gaiaedr3_r_lo_geo,gaiaedr3_r_hi_geo,gaiaedr3_r_med_photogeo,gaiaedr3_r_lo_photogeo,gaiaedr3_r_hi_photogeo,htmID,apogee_id1,target_id1,apstar_id1,aspcap_id,teff,teff_err,teff_flag,teff_spec,logg,logg_err,logg_flag,logg_spec,vmicro,vmacro,vsini,m_h,m_h_err,m_h_flag,alpha_m,alpha_m_err,alpha_m_flag,aspcap_chi2,aspcap_grid,aspcapflag,frac_badpix,frac_lowsnr,frac_sigsky,fparam_teff,fparam_logg,fparam_logvmicro,fparam_m_h,fparam_c_m,fparam_n_m,fparam_alpha_m,param_c_m,param_c_m_flag,param_n_m,param_n_m_flag,c_fe,c_fe_err,c_fe_flag,ci_fe,ci_fe_err,ci_fe_flag,n_fe,n_fe_err,n_fe_flag,o_fe,o_fe_err,o_fe_flag,na_fe,na_fe_err,na_fe_flag,mg_fe,mg_fe_err,mg_fe_flag,al_fe,al_fe_err,al_fe_flag,si_fe,si_fe_err,si_fe_flag,p_fe,p_fe_err,p_fe_flag,s_fe,s_fe_err,s_fe_flag,k_fe,k_fe_err,k_fe_flag,ca_fe,ca_fe_err,ca_fe_flag,ti_fe,ti_fe_err,ti_fe_flag,tiii_fe,tiii_fe_err,tiii_fe_flag,v_fe,v_fe_err,v_fe_flag,cr_fe,cr_fe_err,cr_fe_flag,mn_fe,mn_fe_err,mn_fe_flag,fe_h,fe_h_err,fe_h_flag,co_fe,co_fe_err,co_fe_flag,ni_fe,ni_fe_err,ni_fe_flag,cu_fe,cu_fe_err,cu_fe_flag,ce_fe,ce_fe_err,ce_fe_flag,felem_c_m,felem_c_m_err,felem_ci_m,felem_ci_m_err,felem_n_m,felem_n_m_err,felem_o_m,felem_o_m_err,felem_na_h,felem_na_h_err,felem_mg_m,felem_mg_m_err,felem_al_h,felem_al_h_err,felem_si_m,felem_si_m_err,felem_p_m,felem_p_m_err,felem_s_m,felem_s_m_err,felem_k_h,felem_k_h_err,felem_ca_m,felem_ca_m_err,felem_ti_m,felem_ti_m_err,felem_tiii_m,felem_tiii_m_err,felem_v_h,felem_v_h_err,felem_cr_h,felem_cr_h_err,felem_mn_h,felem_mn_h_err,felem_fe_h,felem_fe_h_err,felem_co_h,felem_co_h_err,felem_ni_h,felem_ni_h_err,felem_cu_h,felem_cu_h_err,felem_ge_h,felem_ge_h_err,felem_rb_h,felem_rb_h_err,felem_ce_h,felem_ce_h_err,felem_nd_h,felem_nd_h_err,felem_yb_h,felem_yb_h_err
apogee.apo25m.stars.029+77_MGA.2M13543654+2518288,apo25m.029+77_MGA.2M13543654+2518288,none,apStar-dr17-2M13543654+2518288.fits,2M13543654+2518288,apo25m,2160,029+77_MGA,208.652279,25.30801,29.163551358552,75.7253450321846,0,0,-2147252192,0,0,0,7,11.5,0.3,9999.99,manga-apogee2,0,2,317.0876,0,0,-27.62821,0.08054516,0.02549557,6135.926,4.60697,-0.07579204,0,0,22.23218,18.47924,0,1,1450209764923942656,5.91334,0.0173433,-53.41416,0.0179883,17.73812,0.0148001,10.2647,10.5683,9.79674,-26.958,1.8643,168.2087,167.725,168.6181,168.2846,167.6671,168.869,15359868437261,2M13543654+2518288,apo25m.029+77_MGA.2M13543654+2518288,apogee.apo25m.stars.029+77_MGA.2M13543654+2518288,apogee.apo25m.synspec.029+77_MGA.2M13543654+2518288,5858.996,26.28685,0,5968.6,4.273451,0.0178028,0,4.3632,0.7807644,0,3.080633,0.16808,0.004188034,0,-0.0125407,0.006210772,0,3.644014,Fd_b,0,0.007186585,0.03926005,0.0326058,5968.6,4.3632,-0.10748,0.16808,-0.018595,0.30616,-0.016186,-0.018595,0,0.30616,0,-0.05238399,0.02892556,0,-0.01505399,0.02634023,0,0.22518,0.01866092,0,0.05890791,0.05543703,0,-0.1095954,0.09824218,0,-0.00825049,0.0105279,0,0.167476,0.01251924,0,0.065428,0.01104691,0,-9999,0.08432308,2,-0.04634149,0.03652894,0,-0.0279751,0.03183642,0,-0.03873999,0.009422765,0,-0.283271,0.05721419,0,-9999,-9999,320,-0.1820024,0.09693268,0,-0.2299157,0.04404917,0,0.09449251,0.008996232,0,0.16567,0.004495262,0,-9999,-9999,64,0.06931001,0.00857652,0,-9999,0.04345794,258,-9999,-9999,2,-0.054794,0.006796249,-0.017464,0.006450194,0.22277,0.014352,0.051805,0.002362456,-0.022389,0.001465742,-0.077949,0.002531047,0.32072,0.00129873,-0.010125,0.002444565,-0.059418,0.001488489,-0.021684,0.002459736,0.042872,0.00142951,0.028134,0.002393867,-0.23875,0.002766713,-0.65404,0.003500286,0.018537,0.001442671,0.098296,0.001400179,0.10748,0.001395421,0.16567,0.001366053,0.30247,0.001305871,0.23263,0.00133514,0.77264,0.001197915,-9999,-9999,0.11764,0.001390216,0.43543,0.001257617,-9999,-9999,0.43543,0.001257617
apogee.apo25m.stars.029+88_MGA.2M12554068+2711570,apo25m.029+88_MGA.2M12554068+2711570,none,apStar-dr17-2M12554068+2711570.fits,2M12554068+2711570,apo25m,2309,029+88_MGA,193.919518,27.199167,37.4674656986976,89.0542670377991,0,0,-2147383264,0,0,0,7,11.5,0.3,9999.99,manga-apogee2,16,3,301.4044,0,0,10.2107,0.06958,0.05321563,5837.382,4.609124,-0.9541451,0,0,29.83291,20.54035,0,1,3961664403468668544,4.336551,0.0264589,-50.44385,0.0229105,0.2126355,0.0271242,10.7235,10.997,10.2811,9.72989,0.579913,228.9998,227.7056,230.2878,229.1207,227.9309,230.4084,15026254985252,2M12554068+2711570,apo25m.029+88_MGA.2M12554068+2711570,apogee.apo25m.stars.029+88_MGA.2M12554068+2711570,apogee.apo25m.synspec.029+88_MGA.2M12554068+2711570,5953.257,40.36765,0,6025.8,4.296726,0.03050985,0,4.4459,0.8422383,0,12.56609,-0.44696,0.007293818,0,0.0299723,0.01063802,0,2.70726,Fd_b,0,0.0002661698,0.01557093,0.01530476,6025.8,4.4459,-0.074565,-0.44696,0.0054203,0.60261,0.026327,0.0054203,0,0.60261,32,-0.02718502,0.06137832,0,0.042045,0.04268634,0,0.40825,0.06169197,32,0.2294229,0.1084491,0,-0.7886064,0.257945,0,0.1140845,0.01466826,0,0.157806,0.01562334,0,0.09591898,0.01499257,0,-9999,0.1478204,2,0.01670948,0.05667937,0,0.009632856,0.04907511,0,-0.015082,0.01683469,0,-0.01426002,0.100553,0,-9999,-9999,64,-0.01823947,0.1775751,0,0.4084183,0.09631214,0,-0.01480752,0.02100197,0,-0.45463,0.007908976,0,-9999,-9999,64,0.0009199977,0.01620022,0,-9999,0.1659658,2,-9999,-9999,2,-0.034855,0.01339142,0.034375,0.01238588,0.40058,0.06125928,0.21706,0.003126947,-1.3217,0.003250231,0.039126,0.003421695,-0.30925,0.001923564,0.015106,0.00346987,-0.065581,0.001658373,0.036107,0.003427682,-0.53982,0.002246174,0.046532,0.003407052,0.025001,0.003449928,0.1921,0.003164175,-0.438,0.002100119,0.11633,0.001514199,-0.62212,0.002372846,-0.45463,0.002123299,-0.0012307,0.001601718,-0.45606,0.002125276,-0.34402,0.001969086,-9999,-9999,-0.47031,0.002145204,-0.21629,0.001814966,-9999,-9999,-0.21629,0.001814966
apogee.apo25m.stars.000+45.2M15185169-0009502,apo25m.000+45.2M15185169-0009502,none,apStar-dr17-2M15185169-0009502.fits,2M15185169-0009502,apo25m,4207,000+45,229.715406,-0.163945,1.44293508636584,45.3011412571344,-2147483584,-2147483136,0,0,0,0,-9999.99,9999.99,-9999.99,9999.99,apogee,21,3,328.5468,0,0,28.94547,0.08668207,0.04710158,6274.991,4.534736,-0.6068513,0,0,29.69603,18.43978,0,1,4418808078071357440,2.903637,0.0191815,16.32232,0.0194751,-24.82987,0.0192012,11.063,11.3247,10.6396,-9999,-9999,340.1138,337.6951,342.1584,339.9716,337.6942,342.3036,11615852461140,2M15185169-0009502,apo25m.000+45.2M15185169-0009502,apogee.apo25m.stars.000+45.2M15185169-0009502,apogee.apo25m.synspec.000+45.2M15185169-0009502,6337.235,41.01575,0,6507.5,4.269946,0.02113624,0,4.2247,1.471804,0,13.79431,0.047683,0.004682093,32,-0.0129117,0.008671383,0,1.923712,Fd_a,0,0,0.01277615,0.01277615,6507.5,4.2247,0.16785,0.047683,-0.061678,0.02351,-0.016557,-0.061678,0,0.02351,32,-0.091506,0.05197971,0,-0.048125,0.03243827,0,-0.447631,1.278328,288,0.09533289,0.1297275,0,-0.3359804,0.1627472,0,-0.0557925,0.01133469,0,0.034545,0.01226405,0,0.084612,0.01225661,0,-9999,0.1307327,2,-0.0321556,0.03885537,0,-0.0183211,0.04296261,0,0.005039997,0.01120119,0,-0.072797,0.09607349,0,-9999,-9999,64,0.00159955,0.1647826,0,0.0779243,0.06649254,0,-0.01425149,0.01014552,0,0.049474,0.004618481,0,-9999,-9999,64,-0.039657,0.009438626,0,-9999,0.0624663,2,-9999,-9999,2,-0.089715,0.008816292,-0.046334,0.008503118,-0.44584,1.278319,0.092431,0.003284661,-0.36497,0.002533871,-0.12129,0.003740855,0.071593,0.002006091,0.01326,0.003448913,0.23999,0.001833985,-0.0032971,0.003484107,-0.06367,0.002157985,0.076115,0.00331768,-0.024075,0.003528881,-0.14813,0.003801842,0.085943,0.001990427,0.28994,0.001787988,-0.11746,0.002223106,0.049474,0.002030419,0.3242,0.001757356,0.007467,0.002077017,-0.14996,0.002263736,-9999,-9999,0.2055,0.001866467,-0.27058,0.002414519,-9999,-9999,-0.27058,0.002414519
apogee.apo25m.stars.010+51_MGA.2M15182700+0845234,apo25m.010+51_MGA.2M15182700+0845234,none,apStar-dr17-2M15182700+0845234.fits,2M15182700+0845234,apo25m,2730,010+51_MGA,229.61253,8.756525,12.0514832725781,50.7311257379594,0,0,-2147483584,-2147483136,0,0,-9999.99,9999.99,-9999.99,9999.99,manga-apogee2,5,2,645.011,0,0,-16.51219,0.04766404,0.02686251,6392.673,4.243097,-0.1984912,0,0,21.56174,16.88812,0,1,1167031090649905792,4.331425,0.0188472,-18.27716,0.0213506,15.4608,0.0194896,9.2508,9.52309,8.81096,-16.4356,0.384784,229.4898,228.5551,230.4789,229.0863,228.2425,230.0276,15194290311610,2M15182700+0845234,apo25m.013+49_MGA.2M15182700+0845234,apogee.apo25m.stars.013+49_MGA.2M15182700+0845234,apogee.apo25m.synspec.013+49_MGA.2M15182700+0845234,6049.923,33.06628,0,6176.3,3.844862,0.02058487,0,3.7815,1.95425,0,4.982302,0.030205,0.004586431,0,-0.0294697,0.007623754,0,2.806403,Fd_d,0,0.007452755,0.01650253,0.008251265,6176.3,3.7815,0.29098,0.030205,-0.023085,0.1058,-0.033115,-0.023085,0,0.1058,32,-0.035614,0.04021871,0,-0.002229741,0.03058259,0,-0.482387,0.5849624,288,0.0441019,0.08398785,0,-0.0462174,0.1370648,0,-0.05307849,0.0112954,0,0.157524,0.01284947,0,0.06127499,0.01194054,0,-9999,0.1079694,2,-0.0489185,0.03993014,0,-0.1326291,0.03797852,0,-0.049006,0.01089861,0,-0.216718,0.07545821,0,-9999,-9999,64,-0.1537035,0.1292713,0,-0.3380037,0.05775387,0,-0.00728948,0.01069708,0,0.032212,0.00494719,0,-9999,-9999,64,-0.0247596,0.009786425,0,-9999,0.06090438,2,-9999,-9999,2,-0.033607,0.007722629,-0.00022274,0.007514453,-0.48038,0.5849444,0.041416,0.002876873,-0.092469,0.00165997,-0.11836,0.003161092,0.17731,0.001450241,-0.009861,0.002968164,-0.27781,0.001835593,-0.019844,0.002986084,-0.19524,0.00175599,0.022285,0.002910722,-0.16778,0.003251461,-0.11401,0.003153379,-0.086622,0.001654781,-0.14325,0.001706605,-0.12776,0.001692129,0.032212,0.001557145,-0.019357,0.001597748,0.0051024,0.001578354,-0.49242,0.002062741,-9999,-9999,0.011276,0.001573499,-0.024681,0.001602061,-9999,-9999,-0.024681,0.001602061
apogee.apo25m.stars.013+49_MGA.2M15210174+0727248,apo25m.013+49_MGA.2M15210174+0727248,none,apStar-dr17-2M15210174+0727248.fits,2M15210174+0727248,apo25m,2727,013+49_MGA,230.257284,7.456903,10.9010191043186,49.4852713875275,0,0,-2147383280,0,0,0,7,11.5,0.3,9999.99,manga-apogee2,0,3,215.1897,0,0,-2.816676,0.009547639,0.03637381,6203.171,4.403345,-0.2204372,0,0,21.68282,17.46382,0,1,1163265542498196864,1.95932,0.0170384,-7.891415,0.0175946,-5.743608,0.0189106,11.5903,11.905,11.1098,-4.52858,0.818643,496.9801,492.2723,501.3489,499.4603,495.7673,503.9087,15193527742100,2M15210174+0727248,apo25m.013+49_MGA.2M15210174+0727248,apogee.apo25m.stars.013+49_MGA.2M15210174+0727248,apogee.apo25m.synspec.013+49_MGA.2M15210174+0727248,5846.364,27.69168,0,5945.2,3.955325,0.01947684,0,3.9735,1.092929,0,6.229024,0.060692,0.004640581,0,-0.0023804,0.006724768,0,4.420282,Fd_c,0,0.01131222,0.04285334,0.03127495,5945.2,3.9735,0.038592,0.060692,-0.0074974,0.25695,-0.0060257,-0.0074974,0,0.25695,32,-0.056716,0.03208961,0,-0.009769499,0.02845579,0,0.216325,0.02128815,0,0.0934109,0.05956607,0,-0.4952134,0.1139776,0,-0.0438165,0.01114011,0,0.187939,0.01306566,0,0.107839,0.01160617,0,-9999,0.09109259,2,-0.0321559,0.03950374,0,-0.2376141,0.03387122,0,-0.012098,0.010401,0,-0.08464999,0.06153025,0,-9999,-9999,64,-0.3304065,0.1049668,0,-0.0947787,0.04967652,0,0.05752651,0.0104618,0,0.064737,0.00498761,0,-9999,-9999,64,0.04053301,0.009601245,0,-9999,0.05456539,2,-9999,-9999,2,-0.052671,0.009008552,-0.0057245,0.008519624,0.22037,0.02025241,0.092763,0.002803373,-0.50894,0.002100524,-0.10706,0.003151254,0.24025,0.001530065,0.038741,0.002896412,-0.58363,0.002178601,-0.0010434,0.002966395,-0.2677,0.001877738,0.061231,0.002857289,-0.033674,0.003023905,-0.12895,0.003190611,-0.2308,0.001848188,0.1325,0.001590534,-0.030419,0.001695081,0.064737,0.001632452,0.23033,0.001535318,0.10292,0.001608478,-0.44514,0.0020374,-9999,-9999,0.019878,0.001661505,0.041758,0.001647301,-9999,-9999,0.041758,0.001647301
apogee.apo25m.stars.044+54_MGA.2M15363471+2736376,apo25m.044+54_MGA.2M15363471+2736376,none,apStar-dr17-2M15363471+2736376.fits,2M15363471+2736376,apo25m,2373,044+54_MGA,234.144661,27.610472,43.478056757062,53.5078540043683,0,0,-2147383264,0,0,0,7,11.5,0.3,9999.99,manga-apogee2,0,2,224.6218,0,0,-15.47882,0.02445529,0.03278855,6333.239,4.472448,-0.08016185,0,0,21.13708,17.1149,0,1,1224248992861651072,2.074137,0.0151804,2.273137,0.00996624,2.519669,0.0148251,10.9584,11.2708,10.4766,-15.6212,1.05642,474.832,471.1205,478.088,476.0567,472.183,479.6722,15339444133674,2M15363471+2736376,apo25m.044+54_MGA.2M15363471+2736376,apogee.apo25m.stars.044+54_MGA.2M15363471+2736376,apogee.apo25m.synspec.044+54_MGA.2M15363471+2736376,5870.694,27.43118,0,5979.2,3.85437,0.01866834,0,3.8906,1.4694,0,6.42377,0.13399,0.004395621,0,-0.0276517,0.006549875,0,3.484657,Fd_d,0,0.00811818,0.05043918,0.04245409,5979.2,3.8906,0.16714,0.13399,-0.030653,0.25521,-0.031297,-0.030653,0,0.25521,32,-0.062002,0.03093483,0,-0.033957,0.02769403,0,0.17823,0.02263783,32,0.0921509,0.05961494,0,-0.05257951,0.1061091,0,-0.0540115,0.01091218,0,0.183586,0.0130243,0,0.0692926,0.01150257,0,-9999,0.08961384,2,0.001456499,0.03824259,0,0.005684882,0.0333207,0,-0.079978,0.009981954,0,-0.230181,0.06048944,0,-9999,-9999,64,-0.02684945,0.1037355,0,-0.1041717,0.0472565,0,0.0524725,0.009626926,0,0.13262,0.004724679,0,-9999,-9999,64,0.01637,0.009112669,0,-9999,0.04741963,2,-9999,-9999,2,-0.063372,0.00769961,-0.035327,0.007463243,0.17686,0.02220698,0.086088,0.002658797,0.0015769,0.001632268,-0.12267,0.003006127,0.30378,0.001454063,-0.0052204,0.002810356,-0.13522,0.001731791,0.027154,0.002755776,0.043482,0.001605241,-0.012064,0.002821932,-0.18462,0.003116103,-0.10126,0.002970101,0.14064,0.001543794,0.19099,0.001514199,0.03241,0.001612359,0.13262,0.001548709,0.015732,0.001623114,0.14664,0.001540162,0.1544,0.001535513,-9999,-9999,-0.023466,0.001648939,0.37875,0.001417074,-9999,-9999,0.37875,0.001417074
apogee.apo25m.stars.044+54_MGA.2M15371335+2747001,apo25m.044+54_MGA.2M15371335+2747001,none,apStar-dr17-2M15371335+2747001.fits,2M15371335+2747001,apo25m,2373,044+54_MGA,234.30564,27.783377,43.8023128223413,53.3941644657053,0,0,-2147483584,-2147483136,0,0,-9999.99,9999.99,-9999.99,9999.99,manga-apogee2,5,2,302.0351,0,0,-24.51541,0.1199126,0.04611322,6181.09,4.49555,-0.8260282,0,0,29.34901,18.49928,0,1,1224269539983297024,4.447257,0.0346748,-7.226617,0.0224248,-7.117052,0.0345231,10.3418,10.5756,9.94641,-22.287,0.510963,223.5867,222.101,225.2065,223.8012,221.9457,225.5172,15339238771085,2M15371335+2747001,apo25m.044+54_MGA.2M15371335+2747001,apogee.apo25m.stars.044+54_MGA.2M15371335+2747001,apogee.apo25m.synspec.044+54_MGA.2M15371335+2747001,6309.647,46.14574,0,6455.8,4.287905,0.02587805,0,4.2583,1.069648,0,13.26478,-0.19403,0.005503544,32,0.0192763,0.01037518,0,1.775293,Fd_c,0,0.007186585,0.04285334,0.03553367,6455.8,4.2583,0.029241,-0.19403,0.046871,0.1039,0.015631,0.046871,0,0.1039,32,0.043871,0.06568228,0,0.049926,0.03853989,0,0.41192,0.1342658,32,0.2210329,0.1526344,0,-0.9087865,0.227506,0,-0.0289555,0.01273464,0,0.06407599,0.01350031,0,0.09938799,0.01355899,0,-9999,0.1556439,2,0.0845025,0.04629694,0,-0.0406571,0.04941111,0,0.088466,0.01382629,0,-0.05451481,0.113203,0,-9999,-9999,64,0.2310255,0.1972777,0,-0.2075717,0.08719735,0,-0.0638275,0.01424853,0,-0.18755,0.005834848,0,-9999,-9999,64,-0.03414001,0.01216784,0,-9999,0.1042839,2,-9999,-9999,2,0.050351,0.009487518,0.056406,0.009439121,0.4184,0.1341529,0.22282,0.003513972,-1.1748,0.003678587,-0.089764,0.004207969,-0.1359,0.0023228,0.032725,0.003920332,0.30735,0.001815902,0.11805,0.003730952,-0.32303,0.002587257,0.16423,0.003634419,-0.0011038,0.003999125,0.088049,0.003795524,0.078345,0.00205329,-0.23258,0.002457885,-0.40406,0.002708321,-0.18755,0.002394974,0.71342,0.001612265,-0.22404,0.002446017,-0.74859,0.003210763,-9999,-9999,-0.24025,0.002468562,-0.086833,0.00225659,-9999,-9999,-0.086833,0.00225659
apogee.apo25m.stars.044+54_MGA.2M15385220+2906433,apo25m.044+54_MGA.2M15385220+2906433,none,apStar-dr17-2M15385220+2906433.fits,2M15385220+2906433,apo25m,2373,044+54_MGA,234.717534,29.112028,46.0892801580155,53.2228035114512,0,0,-2147483584,-2147483136,0,0,-9999.99,9999.99,-9999.99,9999.99,manga-apogee2,5,2,270.8726,0,0,-21.77392,0.05637754,0.03737345,6344.639,4.466432,-0.496516,0,0,24.68108,17.64681,0,1,1272861734819531264,4.207484,0.0131917,-5.764188,0.0101845,-7.564493,0.0136547,10.2888,10.5285,9.89222,-22.1004,0.424488,236.5517,235.774,237.2222,236.4693,235.7901,237.2843,15341432504857,2M15385220+2906433,apo25m.044+54_MGA.2M15385220+2906433,apogee.apo25m.stars.044+54_MGA.2M15385220+2906433,apogee.apo25m.synspec.044+54_MGA.2M15385220+2906433,6380.888,42.00468,0,6559.1,4.249858,0.02094346,0,4.3071,1.46521,0,8.661438,0.065774,0.004681987,32,-0.0553657,0.008734324,0,2.155708,Fd_a,0,0.009582113,0.03114187,0.02129359,6559.1,4.3071,0.1659,0.065774,-0.11178,0.44785,-0.059011,-0.11178,0,0.44785,32,-0.129416,0.05316194,0,-0.105746,0.03236249,0,-0.470846,1.550717,288,0.0509069,0.1367846,0,-2.410646,0.1633166,256,-0.1114875,0.01127046,0,-0.011121,0.01210598,0,0.07066426,0.01223741,0,-9999,0.1329302,2,-0.03866459,0.03827191,0,0.0452219,0.04335019,0,-0.06457169,0.01110956,0,-0.514977,0.09847544,0,-9999,-9999,320,-0.09880745,0.1687521,0,-0.4256517,0.06669935,0,0.02040052,0.009850049,0,0.06821,0.004504203,0,-9999,-9999,64,0.009828001,0.009236874,0,-9999,0.06066474,2,-9999,-9999,2,-0.12698,0.008463569,-0.10331,0.008304216,-0.46841,1.550709,0.04865,0.003292416,-2.4209,0.007918649,-0.17634,0.003733229,0.044663,0.001979899,-4.2737E-05,0.003386001,0.15443,0.001860645,-0.0091611,0.003403968,0.018609,0.00200883,0.0071483,0.003372091,-0.46561,0.004394201,-0.54709,0.00460923,0.004272,0.002024772,-0.1949,0.002267047,-0.064072,0.002103473,0.06821,0.001953817,0.15654,0.001858467,0.075688,0.001945559,-0.56705,0.002736439,-9999,-9999,-0.077782,0.002119953,0.34396,0.001682974,-9999,-9999,0.34396,0.001682974
apogee.apo25m.stars.024+64_btx.2M14433223+2147526,apo25m.024+64_btx.2M14433223+2147526,none,apStar-dr17-2M14433223+2147526.fits,2M14433223+2147526,apo25m,6013,024+64_btx,220.884294,21.797955,27.2695390232531,63.9983595472125,0,0,-2147483584,-2147483136,0,0,-9999.99,9999.99,-9999.99,9999.99,apogee2-manga,5,6,912.8364,0,0,-22.12001,0.0852206,0.04265678,6156.471,4.35899,-0.8456363,0,0,31.01311,17.35591,0,1,1241438826368447488,5.059141,0.0363369,24.40112,0.0255701,-1.89662,0.0317379,9.2829,9.48495,8.92759,-21.4437,0.319658,196.9653,195.6623,198.1621,196.8166,195.3796,198.4145,15232493590703,2M14433223+2147526,apo25m.024+64_btx.2M14433223+2147526,apogee.apo25m.stars.024+64_btx.2M14433223+2147526,apogee.apo25m.synspec.024+64_btx.2M14433223+2147526,6305.749,44.56272,0,6455.9,3.90079,0.02467327,0,3.9848,1.582851,0,15.46322,-0.13885,0.005190761,32,-0.0517827,0.009908572,0,1.001559,Fd_a,0,0,0,0,6455.9,3.9848,0.19944,-0.13885,-0.064797,0.86254,-0.055428,-0.064797,0,0.86254,32,-0.04713501,0.06164934,0,-0.03995101,0.03694325,0,0.8443599,0.06143244,32,0.001220092,0.1447386,0,-0.2674064,0.209286,0,-0.05887151,0.01234868,0,0.081369,0.01322628,0,0.006753996,0.01319002,0,-9999,0.1484824,2,-0.06770751,0.04449205,0,0.1151229,0.04763093,0,0.101856,0.01311339,0,0.537679,0.1080527,0,-9999,-9999,65,-0.03624946,0.1876137,0,0.2370883,0.08149593,0,0.0492025,0.01319894,0,-0.13881,0.005541868,0,-9999,-9999,64,-0.05187,0.01148971,0,-9999,0.09256332,2,-9999,-9999,2,-0.047095,0.009793365,-0.039911,0.009727692,0.8444,0.06121274,-0.0034328,0.003986854,-0.48468,0.00288659,-0.12612,0.004295696,-0.069867,0.002266694,-0.066349,0.00414198,0.058316,0.002100119,-0.0406,0.004077622,-0.11851,0.002334545,0.17118,0.003568333,0.58465,0.002662649,-0.73059,0.006239632,-0.14019,0.002365502,0.26082,0.001870374,-0.24229,0.002515194,-0.13881,0.002363536,-1.0477,0.00367015,-0.19303,0.002442744,-0.74323,0.003273377,-9999,-9999,-0.29592,0.002594803,0.24993,0.001881462,-9999,-9999,0.24993,0.001881462
apogee.apo25m.stars.030+30.2M16544135+1127246,apo25m.030+30.2M16544135+1127246,none,apStar-dr17-2M16544135+1127246.fits,2M16544135+1127246,apo25m,4522,030+30,253.672326,11.456835,30.1778805467992,31.0603467039672,-2147483584,-2147483136,0,0,0,0,-9999.99,9999.99,-9999.99,9999.99,apogee,5,4,223.6501,0,0,-46.52766,0.1173093,0.05723263,6263.186,4.563603,-0.5798853,0,0,28.57064,18.8621,0,1,4447777662547382144,2.071327,0.0118059,-14.08366,0.0109353,1.709049,0.00989991,11.9979,12.2619,11.5775,-44.5422,1.04051,474.108,471.2531,476.6636,473.9362,471.1889,476.5256,14523024292689,2M16544135+1127246,apo25m.030+30.2M16544135+1127246,apogee.apo25m.stars.030+30.2M16544135+1127246,apogee.apo25m.synspec.030+30.2M16544135+1127246,6283.027,39.85424,0,6443.3,4.198763,0.02140525,0,4.2538,1.410555,0,12.96582,0.023732,0.00460163,32,-0.0247167,0.008604063,0,2.466266,Fd_b,0,0,0.03194038,0.03180729,6443.3,4.2538,0.14939,0.023732,-0.033982,0.51432,-0.028362,-0.033982,0,0.51432,32,-0.059842,0.05062186,0,-0.042965,0.03255631,0,0.489203,0.06222038,32,0.0699559,0.1216204,0,-0.3520154,0.1623958,0,-0.0722085,0.01138864,0,-0.019623,0.01247029,0,0.0726915,0.01225602,0,-9999,0.1282073,2,0.004750496,0.03962499,0,-0.0330361,0.04252604,0,-0.013661,0.01129638,0,-0.179338,0.09327627,0,-9999,-9999,64,-0.003570447,0.1601844,0,-0.5425007,0.0663534,0,-0.02734649,0.01054661,0,0.029579,0.00477114,0,-9999,-9999,64,-0.0326556,0.009710355,0,-9999,0.06498491,2,-9999,-9999,2,-0.053995,0.009302473,-0.037118,0.009167551,0.49505,0.06204998,0.07111,0.003300303,-0.4009,0.002549117,-0.13365,0.003706616,-0.00247,0.002060049,0.0053955,0.003428119,0.11519,0.001935252,0.037665,0.003364966,-0.09828,0.002169401,0.06147,0.003318885,-0.12656,0.003691341,-0.080115,0.003597082,0.060878,0.001992235,-0.35038,0.002483526,-0.15045,0.002233271,0.029579,0.002025636,-1.004,0.003224748,-0.0054266,0.00206325,-0.15751,0.002242053,-9999,-9999,0.27185,0.001787009,0.33759,0.001731098,-9999,-9999,0.33759,0.001731098
